"Time","cluster","namespace","node","pod","type","Value"
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-18-41.ap-northeast-2.compute.internal,castai-cluster-controller-b8579544c-bqgsk,RAM,0.06094517696044413
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-18-41.ap-northeast-2.compute.internal,castai-cluster-controller-b8579544c-bqgsk,RAM,0.0647542505204719
1700784000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.0035047661346287303
1700870400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.008761915336571826
1700956800000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.014019064538514921
1701043200000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.019276213740458018
1701129600000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.02453336294240111
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.029790512144344205
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,CPU,0.03165241915336572
1700784000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.005582123525329633
1700870400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.01395530881332408
1700956800000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.02232849410131853
1701043200000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.03070167938931298
1701129600000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.039074864677307426
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.04744804996530188
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-agent-6f6ffbf8dc-dwcc8,RAM,0.05041355308813325
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-hwgfb,CPU,0.000006622694525980255
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-hwgfb,CPU,0.000006622694525980255
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-hwgfb,RAM,0.000007269837632930419
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-40-247.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-hwgfb,RAM,0.000007269837632930419
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6b5c9974d6-p7t85,CPU,0.000024941341900173687
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6b5c9974d6-p7t85,CPU,0.00005476277917711832
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6b5c9974d6-p7t85,RAM,0.000026638513018404913
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6b5c9974d6-p7t85,RAM,0.00005626086338951222
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-mnzlg,CPU,0
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-mnzlg,CPU,0
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-mnzlg,RAM,7.787760854346481e-7
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-mnzlg,RAM,7.787760854346481e-7
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-sdcfb,CPU,0
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-sdcfb,CPU,0
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-sdcfb,RAM,1.2468262565872225e-7
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-218.ap-northeast-2.compute.internal,castai-evictor-6cc5cb797b-sdcfb,RAM,1.2468262565872225e-7
1700784000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.0000840536242262227
1700870400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.000212341883997207
1700956800000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.0003307856734233811
1701043200000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.0004331667805122143
1701129600000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.0005445037756005189
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.0005992780434536278
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,CPU,0.0005992780434536278
1700784000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.00006196866588076314
1700870400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.00014759340835560696
1700956800000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.00023499550866385783
1701043200000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.0003166557639212678
1701129600000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.00040036137461083206
1701216000000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.0004423959504126841
1701302400000,cloudone-dev-v1-eks-cluster,castai-agent,ip-172-16-43-96.ap-northeast-2.compute.internal,castai-evictor-696ffc855-45k28,RAM,0.0004423959504126841
1700784000000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.000959596887737162
1700870400000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.0026540254397551797
1700956800000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.004326009749958834
1701043200000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.00614683738016666
1701129600000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.007726748490674668
1701216000000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.00942511406356876
1701302400000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,CPU,0.01126552976142044
1700784000000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.001495940530156196
1700870400000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.003922286093167181
1700956800000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.006291341138068047
1701043200000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.008805754422486285
1701129600000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.011140163180095137
1701216000000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.013516570361929582
1701302400000,cloudone-dev-v1-eks-cluster,consul,ip-172-16-16-23.ap-northeast-2.compute.internal,consul-79695765d7-rq8mx,RAM,0.015960076760074316
1700784000000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.024968961813048397
1700870400000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.062422404532621004
1700956800000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.09987584725219359
1701043200000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.13732928997176622
1701129600000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.17478273269133882
1701216000000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.2122361754109114
1701302400000,cloudone-dev-v1-eks-cluster,consul,,consul-79695765d7-rq8mx,PV,0.24968961813048401
1700784000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.0005850266990972887
1700870400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.0013983841690357666
1700956800000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.002179111416961983
1701043200000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.0029540421099406933
1701129600000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.003842099798143953
1701216000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.004595044371743989
1701302400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,CPU,0.0054529647541127395
1700784000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.0002867308130204719
1700870400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.000692727115162539
1700956800000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.0010927979972675224
1701043200000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.0014846634417288338
1701129600000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.001897210965285609
1701216000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.002284617027902173
1701302400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,redis-85b9b8b9c5-jzht7,RAM,0.0027015670422693657
1700784000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.0037160429525604183
1700870400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.00910612688100384
1700956800000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.014092054274920447
1701043200000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.019435215070224686
1701129600000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.02540400057029175
1701216000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.025745172009717016
1701302400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,CPU,0.025745172009717016
1700784000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.006564905896580608
1700870400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.01644330755314506
1700956800000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.02590104814941067
1701043200000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.035613323609499696
1701129600000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.045775309567262855
1701216000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.04635353253525383
1701302400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-18-41.ap-northeast-2.compute.internal,service-portal-59bb76c698-kgkc7,RAM,0.04635353253525383
1700784000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.0002065816926138486
1700870400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.0005871119666033137
1700956800000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.0009097863251633818
1701043200000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.0012494568908373602
1701129600000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.0016090170745364394
1701216000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.001986188876308894
1701302400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,CPU,0.0023492587620496243
1700784000000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,RAM,0.0001138307542556032
1700870400000,cloudone-dev-v1-eks-cluster,dev-portal,ip-172-16-40-247.ap-northeast-2.compute.internal,identity-79bd89d7b9-jkjdx,RAM,0.00029301523763218497
