"Time","namespace","Value"
1701356399000,newrelic,15.91487900474028
1701356399000,spinnaker,10.465075911439637
1701356399000,prometheus,8.476138905514109
1701356399000,kube-system,5.774876939050821
1701356399000,velero,3.0509893333333333
1701356399000,keycloak,2.263672666277069
1701356399000,dev-supervisor,0.8237381295410161
1701356399000,castai-agent,0.7129030453140427
1701356399000,dev-spaceone,0.6501975388784819
1701356399000,consul,0.29889603746855065
1701356399000,monitoring,0.13125234158618682
1701356399000,dev-portal,0.0934661797191833
1701356399000,docs,0.06665797564389433
1701356399000,sp1-agent,0.06132943978797575
1701356399000,dev2-spaceone,0.048963415005525916
1701356399000,argo-rollouts,0.039137274329169316
1701356399000,spacectl,0.0014947122970974198
1701356399000,px-operator,0.0006957247536481899

