"Time","cluster","Value"
1700784000000,cloudone-dev-v1-eks-cluster,4.507213705149531
1700870400000,cloudone-dev-v1-eks-cluster,11.273092135911668
1700956800000,cloudone-dev-v1-eks-cluster,17.97872896648485
1701043200000,cloudone-dev-v1-eks-cluster,24.649125367053102
1701129600000,cloudone-dev-v1-eks-cluster,31.387342985221906
1701216000000,cloudone-dev-v1-eks-cluster,38.38410317085153
1701302400000,cloudone-dev-v1-eks-cluster,45.713585322008406

